ownertype,borough,schooldist,zipcode,address,xcoord,ycoord,buildingclassatpresent,saleprice,saledate
 ,QN,29,11433,110-16 172 STREET,1044856,192911,A5,345000,2017-07-27
 ,QN,29,11412,118-42 197 STREET,1052359,191293,B3,209000,2017-07-07
 ,QN,29,11412,118-42 197 STREET,1052359,191293,B3,442500,2018-02-07
 ,QN,29,11411,118-38 NASHVILLE BOULEVARD,1054740,192191,B2,600000,2018-05-11
 ,QN,29,11412,111-23 204 STREET,1052917,195985,B3,300000,2017-10-10
 ,QN,29,11412,186-29 MANGIN AVENUE,1048493,193607,B3,660000,2017-11-01
 ,QN,29,11412,188-48 ILION AVENUE,1049028,195171,B2,630000,2017-06-20
 ,QN,24,11377,50-58 45 STREET,1006036,207413,B1,625000,2017-06-29
P,QN,24,11104,47-20 42 STREET,1005529,209260,D4,0,2018-01-08
P,QN,24,11104,47-20 42 STREET,1005529,209260,D4,450000,2018-05-09
 ,QN,25,11357,149-36 5 AVENUE,1034758,229240,A1,10,2017-11-07
 ,QN,25,11357,145-68 10 AVENUE,1033789,227462,A2,0,2018-04-11
 ,QN,25,11357,151-17 21 AVENUE,1036458,223457,A1,203000,2018-03-05
 ,QN,25,11357,149-33 19 AVENUE,1035349,224354,A1,999999,2017-10-24
 ,QN,25,11357,145-45 17 ROAD,1034196,224989,A1,740000,2017-06-19
 ,QN,25,11357,150-27 10 AVENUE,1035678,228204,A2,0,2017-11-03
 ,QN,25,11357,151-16 11 AVENUE,1036336,227845,A5,640000,2018-05-16
 ,QN,25,11357,23-53 143 STREET,1032566,222444,A5,0,2017-09-12
 ,QN,25,11357,144-32 14 AVENUE,1033274,225892,A9,850000,2018-01-22
 ,QN,25,11357,151-63 22 AVENUE,1036880,223077,B2,0,2017-10-31
 ,QN,25,11357,166-14 CROSS ISLD PKWY SR S,1040609,225486,B1,0,2017-12-21
 ,QN,27,11421,86-02 80 STREET,1022182,191979,A1,0,2017-08-14
 ,QN,27,11421,88-11 76 STREET,1021747,190370,A1,0,2017-10-19
 ,QN,27,11421,89-38 90 STREET,1024838,190440,A1,535000,2017-10-06
 ,QN,27,11421,91-07 96 STREET,1026527,190780,A1,0,2018-03-15
 ,QN,27,11421,93-08 92 STREET,1025587,189901,B2,0,2017-06-02
 ,QN,27,11421,74-29 85 ROAD,1020950,192299,B1,0,2018-04-30
 ,QN,27,11421,85-67 75 STREET,1021211,191782,B1,720000,2017-07-20
 ,QN,27,11421,93-08 92 STREET,1025587,189901,B2,0,2018-02-05
 ,QN,27,11421,88-37 ELDERT LANE,1021103,189995,B1,865000,2017-07-28
 ,QN,27,11421,87-22 77 STREET,1021769,190833,B2,562000,2017-08-08
 ,QN,27,11421,88-18 88 STREET,1024223,190936,B2,739000,2017-06-01
 ,QN,30,11377,55-08 32 AVENUE,1010348,214481,A5,0,2018-04-13
P,QN,24,11377,4433 65 STREET,1011791,208834,A1,0,2018-03-09
 ,QN,24,11377,42-32 65 STREET,1011833,209933,B2,10,2017-07-27
 ,QN,30,11377,58-11 34 AVENUE,1011139,213306,C0,985000,2018-02-05
 ,QN,30,11377,33-16 61 STREET,1011572,213734,C0,1300000,2018-04-20
 ,SI,31,10312,95 LORRAINE AVENUE,935849,136756,A5,520000,2017-09-19
 ,SI,31,10312,19 ELY AVENUE,934177,135677,A1,0,2018-03-27
 ,SI,31,10312,673 BARCLAY AVENUE,937907,131155,A2,0,2018-03-23
 ,SI,31,10312,111 JANSEN STREET,937374,133430,A3,0,2018-04-02
 ,SI,31,10312,105 PEARE PLACE,938278,131464,A1,0,2017-06-27
 ,SI,31,10312,16 RALPH AVENUE,935615,137208,B9,679000,2018-04-30
P,SI,31,10312,65 JEFFERSON BOULEVARD,934761,136933,B2,565000,2018-04-18
 ,SI,31,10312,782 ARDEN AVENUE,934774,137894,B2,854311,2018-03-29
 ,SI,31,10312,323 ILYSSA WAY,932654,143490,A5,328000,2018-04-19
 ,SI,31,10312,77 HAMPTON GREEN,930311,140999,A5,478000,2017-12-04
 ,SI,31,10312,196 PRESENTATION CIRCLE,932959,141618,A5,0,2017-07-06
 ,SI,31,10312,51 MIMOSA LANE,928885,140478,A5,470000,2017-12-12
 ,SI,31,10312,266 ILYSSA WAY,932889,143390,A5,320000,2017-06-06
 ,SI,31,10312,37 SUSANNA LANE,932598,140866,A5,440000,2017-12-29
 ,SI,31,10312,47 BOULDER STREET,929782,137962,A5,565000,2017-09-14
 ,SI,31,10312,505 ILYSSA WAY,932426,143693,A5,325000,2017-07-14
 ,SI,31,10312,14 HAMPTON GREEN,930278,141369,A5,532000,2017-08-11
 ,SI,31,10312,266 ILYSSA WAY,932889,143390,A5,320000,2017-06-06
 ,SI,31,10312,189 ASPEN KNOLLS WAY,933062,144385,A5,328000,2017-12-19
 ,SI,31,10312,817 WOODROW ROAD,930638,138405,B2,950000,2017-08-14
 ,SI,31,10314,219 LANDER AVENUE,938027,163182,A1,895000,2017-09-08
 ,SI,31,10303,18 SANDERS STREET,942109,167010,A1,455000,2017-09-25
 ,SI,31,10314,1526 RICHMOND AVENUE,939775,161987,A5,512000,2017-10-10
 ,SI,31,10314,110 DAWSON CIRCLE,937816,159404,A1,0,2017-08-07
 ,SI,31,10314,27 CROFT PLACE,939435,159885,A5,0,2018-01-29
 ,SI,31,10314,37 HIRSCH LANE,937732,163308,A5,448000,2018-03-27
 ,SI,31,10303,443 LISK AVENUE,938735,166246,B2,0,2018-01-05
 ,SI,31,10303,5B LUDWIG LANE,,,B2,412500,2018-03-29
 ,SI,31,10314,5 COMMERCE STREET,937494,162873,B2,500000,2018-04-05
 ,SI,31,10314,196 REGIS DRIVE,939429,165173,B9,390000,2017-11-10
 ,SI,31,10314,40 GARY COURT,940170,160845,C0,0,2017-07-19
 ,SI,31,10314,254 MANOR ROAD,949750,165818,A1,455000,2017-07-25
 ,SI,31,10314,162 BENEDICT AVENUE,948805,166106,A1,0,2017-11-10
 ,SI,31,10310,27 ARTHUR COURT,949307,167380,A5,400000,2017-08-25
 ,SI,31,10314,139 COLLEGE AVENUE,949397,165805,A1,0,2018-01-31
 ,SI,31,10314,95 BEECHWOOD PLACE,950855,163064,B1,0,2017-12-07
 ,SI,31,10310,534 PELTON AVENUE,953923,168571,A1,600000,2017-08-25
 ,SI,31,10310,10 EAST RALEIGH AVENUE,953279,168025,A1,0,2017-07-20
 ,SI,31,10304,107 DE KALB STREET,960155,160936,A9,474000,2017-10-02
 ,SI,31,10304,150 STEUBEN STREET,960774,161347,A5,440000,2017-08-24
 ,SI,31,10304,4 STEUBEN STREET,959824,162103,A1,285000,2018-03-02
 ,SI,31,10304,405A NECKAR AVENUE,960985,160930,A5,259000,2017-11-22
 ,SI,31,10304,120 OSGOOD AVENUE,961476,164579,A1,277305,2018-05-07
 ,SI,31,10304,37 HAMILTON STREET,960276,163378,B3,446000,2017-11-21
 ,SI,31,10304,248 SKYLINE DRIVE,962474,162800,A5,386000,2018-01-08
 ,SI,31,10304,27 BOWEN STREET,961166,163375,A1,310000,2018-02-01
 ,SI,31,10304,89 SKYLINE DRIVE,962411,163569,A5,368000,2017-09-29
 ,SI,31,10304,1048 WEST FINGERBOARD RD,959212,157953,A2,0,2017-07-26
 ,SI,31,10304,189 DELAWARE AVENUE,958261,154659,A5,650000,2018-02-13
 ,SI,31,10304,45 CROMWELL AVENUE,956649,155017,A1,730000,2018-04-18
 ,SI,31,10305,231 GARRETSON AVENUE,958217,153660,B3,0,2017-06-19
 ,SI,31,10304,186 RARITAN AVENUE,958299,154783,B1,0,2017-06-28
 ,SI,31,10304,76 VISTA AVENUE,957364,157023,A2,500000,2017-06-12
 ,SI,31,10304,80 SPRING STREET,957770,159131,A1,500000,2017-12-13
 ,SI,31,10304,6 SPARKILL AVENUE,958716,157548,A2,575000,2018-04-16
 ,SI,31,10304,118 VISTA AVENUE,956883,157250,A2,765000,2017-12-04
 ,SI,31,10312,42 CROWN COURT,932511,140223,A5,360000,2017-08-04
 ,SI,31,10312,450 OAKDALE STREET,938310,136058,A1,755000,2017-09-20
 ,SI,31,10312,438 RETFORD AVENUE,941178,133438,A5,530000,2017-06-28
 ,SI,31,10312,43 VON BRAUN AVENUE,934040,142050,A5,58000,2018-02-14
 ,SI,31,10312,84A MACON AVENUE,936411,142281,A5,295000,2017-10-06
 ,SI,31,10312,134 STROUD AVENUE,936125,140903,A2,660000,2018-02-09
 ,SI,31,10312,55 RETFORD AVENUE,938736,136331,A2,575000,2018-03-13
 ,SI,31,10312,729 BARLOW AVENUE,936193,142154,A5,440000,2017-12-27
 ,SI,31,10306,197 JEFFERSON AVENUE,956600,151449,A9,568000,2018-01-26
 ,SI,31,10306,196 STOBE AVENUE,956659,151551,A9,510000,2017-10-30
P,SI,31,10304,656 BRITTON AVENUE,959285,159243,A9,495000,2017-07-17
 ,SI,31,10304,1 COLUMBUS AVENUE,958532,158330,A2,290000,2018-02-09
 ,SI,31,10305,99 RODERICK AVENUE,963983,158059,B2,925000,2017-10-18
 ,SI,31,10305,99 RODERICK AVENUE,963983,158059,B2,925000,2017-10-18
 ,SI,31,10304,576 BRITTON AVENUE,959459,160076,B2,0,2017-10-26
 ,SI,31,10308,186 COLON AVENUE,940925,141093,A9,505000,2017-06-12
 ,SI,31,10308,487 LEVERETT AVENUE,939087,141837,A9,1,2017-12-07
 ,SI,31,10308,3745 HYLAN BOULEVARD,945280,138839,A5,0,2017-09-23
 ,SI,31,10308,487 LEVERETT AVENUE,939087,141837,A9,467375,2017-09-08
 ,SI,31,10308,70 KATAN AVENUE,943043,141089,A1,0,2017-06-26
 ,SI,31,10312,23 PACIFIC AVENUE,942021,134982,A1,700000,2018-01-18
 ,SI,31,10308,116 RAMBLEWOOD AVENUE,941181,137920,A2,655000,2017-07-28
 ,SI,31,10308,116 ELMWOOD AVENUE,940823,137569,A1,403572,2017-10-06
 ,SI,31,10308,3858 AMBOY ROAD,943352,140179,A5,465000,2017-08-08
 ,SI,31,10308,447 CORBIN AVENUE,942032,145586,A1,1350000,2018-01-18
 ,SI,31,10308,136 WHITMAN AVENUE,944554,137466,A1,790000,2017-10-27
 ,SI,31,10308,33 RAMBLEWOOD AVENUE,941810,137344,A2,529000,2017-07-13
 ,SI,31,10308,224 WIMAN AVENUE,943969,135612,A5,320000,2017-11-13
 ,SI,31,10308,14 GLOVER STREET,943074,135588,A5,565000,2018-02-26
 ,SI,31,10306,21 FULLER COURT,945165,144206,A5,0,2018-03-16
 ,SI,31,10308,171 LEVERETT AVENUE,942110,142583,A2,560000,2017-11-08
 ,SI,31,10308,224 WIMAN AVENUE,943969,135612,A5,0,2017-12-13
 ,SI,31,10308,114 GREENCROFT AVENUE,946226,139912,A2,0,2017-09-08
 ,SI,31,10306,159 WOODCUTTERS LANE,945095,142179,B9,0,2017-06-06
 ,SI,31,10308,120 AINSWORTH AVENUE,945979,140207,B2,0,2017-08-04
 ,SI,31,10306,52 CORONA AVENUE,946145,144890,B9,595000,2018-01-26
 ,SI,31,10308,5 HARDY PLACE,941916,140359,B2,0,2018-02-27
 ,SI,31,10306,7A REVERE LANE,942573,146836,B9,395000,2018-04-30
 ,SI,31,10306,19 SPRATT AVENUE,946752,142818,A2,416000,2017-09-15
 ,SI,31,10306,59 TAUNTON STREET,946320,141218,A5,485000,2017-10-06
 ,SI,31,10308,57 AINSWORTH AVENUE,945682,140761,B2,725000,2018-02-02
 ,SI,31,10301,210 LONGVIEW ROAD,957914,162262,A1,675000,2018-02-28
 ,SI,31,10304,53 WOODSIDE AVENUE,960008,164348,A1,0,2017-11-27
 ,SI,31,10312,3 WEST TERRACE,930611,133790,A5,555000,2018-01-12
 ,SI,31,10312,632 RENSSELAER AVENUE,929966,136251,A1,590000,2018-04-25
 ,SI,31,10309,868 MARCY AVENUE,928849,134388,B2,890000,2017-08-24
 ,SI,31,10309,897 RENSSELAER AVENUE,927347,135473,B2,988000,2017-08-15
 ,SI,31,10310,39 DONALD PLACE,954732,172527,A1,530000,2017-08-24
 ,SI,31,10314,179 MOUNTAINVIEW AVENUE,949309,160639,A1,100000,2017-06-22
 ,SI,31,10303,109 MAPLE PARKWAY,940913,169108,A1,420000,2017-09-18
 ,SI,31,10303,119 MARINERS LANE,941933,170652,A5,270000,2017-10-06
 ,SI,31,10303,19 EMERIC COURT,942622,171225,A5,250624,2018-04-12
 ,SI,31,10303,24 JOURNEAY STREET,940167,169564,A5,300851,2018-02-16
 ,SI,31,10303,215 VAN PELT AVENUE,941226,169112,A1,365000,2017-07-26
 ,SI,31,10303,24 WINANT STREET,943583,171395,A1,0,2017-10-26
 ,SI,31,10303,78 POST LANE,938520,171533,A9,340000,2017-10-12
 ,SI,31,10303,52 HARBOR ROAD,939701,170930,B2,245388,2017-08-03
 ,SI,31,10303,2848 RICHMOND TERRACE,941167,171229,B2,520000,2018-02-26
 ,SI,31,10306,752 PATTERSON AVENUE,959471,148066,A6,62000,2017-06-30
 ,SI,31,10306,287 MORELAND STREET,956640,147796,A5,661280,2017-11-06
 ,SI,31,10306,139 KISWICK STREET,957921,149157,A5,475000,2017-06-23
 ,SI,31,10306,40 STACEY LANE,955873,149487,A5,565000,2017-12-11
 ,SI,31,10306,105 MORELAND STREET,957794,149398,A5,4800,2017-10-06
 ,SI,31,10306,135 MORELAND STREET,957655,149231,A5,5200,2017-12-01
 ,SI,31,10306,50 BADEN PLACE,959454,148718,A1,176725,2017-09-29
 ,SI,31,10306,752 PATTERSON AVENUE,959471,148066,A6,105000,2017-11-20
 ,SI,31,10301,20 DUANE COURT,958285,172317,A5,371000,2018-03-16
 ,SI,31,10301,14 NASSAU STREET,959234,172658,A1,0,2018-01-31
 ,SI,31,10301,207 CORSON AVENUE,960389,171539,B2,0,2017-07-05
 ,SI,31,10301,231 BENZIGER AVENUE,960253,172272,B2,0,2017-10-18
P,SI,31,10301,279 YORK AVENUE,959874,172315,B9,385000,2018-02-14
 ,SI,31,10301,440 ST MARKS PLACE,962736,172059,C3,800000,2018-03-12
 ,SI,31,10301,36 HAMILTON AVENUE,962387,174224,D4,189000,2017-07-05
 ,SI,31,10301,36 HAMILTON AVENUE,962387,174224,D4,0,2018-01-12
 ,SI,31,10301,36 HAMILTON AVENUE,962387,174224,D4,245000,2018-03-12
 ,SI,31,10306,139 JACQUES AVENUE,953303,147861,A1,0,2017-07-28
 ,SI,31,10306,241 CLAWSON STREET,953669,148255,A1,295000,2018-02-13
 ,SI,31,10306,254 10 STREET,951173,145911,A2,0,2017-12-29
 ,SI,31,10306,432 CLAWSON STREET,952587,146609,A2,595000,2017-11-21
 ,SI,31,10306,276 ROSE AVENUE,952392,147351,A1,0,2017-12-15
 ,SI,31,10306,258 PRESCOTT AVENUE,954576,148967,B2,0,2017-12-27
 ,SI,31,10306,49 TITUS AVENUE,954587,145973,B2,0,2017-12-28
 ,SI,31,10306,201 CANNON BOULEVARD,952043,145559,B3,799000,2017-10-06
 ,SI,31,10306,305B TYSENS LANE,950064,146579,B9,565000,2017-08-11
 ,SI,31,10306,95 ALLISON AVENUE,951488,146592,B2,946972,2018-02-14
 ,SI,31,10306,217 WEED AVENUE,954076,144289,A5,631213,2017-06-29
 ,SI,31,10306,15 NEPTUNE STREET,956597,145136,A6,290000,2018-03-15
 ,SI,31,10306,260 HETT AVENUE,954828,143399,A5,0,2017-06-13
 ,SI,31,10306,175 MILTON AVENUE,954780,144340,B9,649000,2017-08-17
 ,SI,31,10306,175 MILTON AVENUE,954780,144340,B9,649000,2017-08-17
 ,SI,31,10306,166 BISHOP STREET,948898,148186,A5,630000,2017-12-26
 ,SI,31,10306,65 EAST BROADWAY,948557,146632,A5,579000,2018-01-24
 ,SI,31,10306,71 ROCKLAND AVENUE,949084,149912,B2,438200,2017-10-12
 ,SI,31,10314,50 AMSTERDAM PLACE,938416,158105,A1,0,2017-09-21
 ,SI,31,10314,277 MERRYMOUNT STREET,939314,153238,A5,310000,2017-11-14
 ,SI,31,10314,44 BOGOTA STREET,943274,153068,A5,0,2018-01-03
 ,SI,31,10314,181 MC VEIGH AVENUE,941215,154285,B9,528000,2017-06-26
 ,SI,31,10314,41 AMSTERDAM PLACE,938512,158109,B2,790000,2017-07-05
 ,SI,31,10314,629 TRAVIS AVENUE,939759,155072,B9,698000,2017-08-11
 ,SI,31,10306,315 GUYON AVENUE,951166,143315,A5,680000,2017-11-22
 ,SI,31,10306,315 GUYON AVENUE,951166,143315,A5,370000,2017-06-07
 ,SI,31,10306,146 MALONE AVENUE,949568,143021,B2,242500,2017-08-31
 ,SI,31,10309,334 RICHARD AVENUE,921766,125231,A5,512500,2018-04-17
 ,SI,31,10309,63 STATION AVENUE,923489,129973,A1,510000,2017-06-02
 ,SI,31,10309,109 STATION AVENUE,923035,129937,B2,595000,2017-10-13
 ,SI,31,10303,20 BETTY COURT,937254,172761,A5,1000,2018-04-26
 ,SI,31,10302,24 KIRKLAND COURT,946611,172372,A5,280000,2018-02-20
 ,SI,31,10302,33 WALKER STREET,944955,168950,A1,375000,2017-11-20
 ,SI,31,10302,4 BOND STREET,948378,170364,B9,0,2017-11-14
 ,SI,31,10302,102 MAPLE AVENUE,946729,171601,B3,320000,2018-03-22
 ,SI,31,10309,95 WOODVALE LOOP,926909,127196,A3,0,2017-08-01
 ,SI,31,10309,448 ASHLAND AVENUE,926668,132089,A2,0,2017-07-19
 ,SI,31,10309,26 PATRICIA COURT,928783,130305,A1,885775,2018-03-23
 ,SI,31,10309,5782 HYLAN BOULEVARD,929241,128310,B2,750000,2018-03-21
 ,SI,31,10309,279 BRADFORD AVENUE,928068,132970,B2,910000,2018-04-16
 ,SI,31,10306,108 CLARKE AVENUE,946670,145243,A1,730000,2017-10-25
 ,SI,31,10306,155 AMBER STREET,947379,146445,A1,0,2018-03-26
 ,SI,31,10306,120 THOMAS STREET,947323,145762,B2,815000,2018-05-09
 ,SI,31,10306,311 LIGHTHOUSE AVENUE,945957,149428,A3,850000,2017-10-03
 ,SI,31,10305,27 ST MARYS AVENUE,965176,163700,A1,440000,2017-12-07
 ,SI,31,10305,203 CHESTNUT AVENUE,963371,163409,B2,904206,2018-01-03
 ,SI,31,10305,199 ST MARYS AVENUE,963719,162872,B3,695000,2018-02-22
 ,SI,31,10305,328 ST JOHNS AVENUE,963606,160468,B9,500000,2017-08-24
 ,SI,31,10309,755 CORRELL AVENUE,923557,138075,A5,579900,2017-11-09
 ,SI,31,10309,74 ASHLEY LANE,923758,138293,A5,385000,2017-11-14
 ,SI,31,10309,442 WINANT AVENUE,923958,138519,A5,417000,2017-08-28
 ,SI,31,10301,6 HURON PLACE,955325,168262,A1,0,2017-09-19
 ,SI,31,10310,555 DAVIS AVENUE,954286,168743,C0,699900,2018-01-10
 ,SI,31,10305,285 MALLORY AVENUE,963111,154869,A2,435000,2017-09-13
 ,SI,31,10305,46 SCOTT AVENUE,962182,154974,A5,585000,2017-07-26
 ,SI,31,10305,253 QUINTARD STREET,961803,154736,A9,330000,2018-03-06
 ,SI,31,10305,191 QUINTARD STREET,961628,155238,A5,268000,2017-06-29
 ,SI,31,10305,403 GARRETSON AVENUE,959638,152696,A2,520000,2017-12-18
 ,SI,31,10305,251 HURLBERT STREET,960618,154660,A2,10,2017-09-21
 ,SI,31,10305,200 FOCH AVENUE,963540,155496,A2,0,2017-12-18
 ,SI,31,10305,GUILFORD STREET,,,A5,0,2017-10-03
 ,SI,31,10305,153 JACKSON AVENUE,966396,155703,B2,635000,2017-10-10
 ,SI,31,10305,262 KENSINGTON AVENUE,963504,154903,B1,0,2018-01-25
 ,SI,31,10304,125 BOYD STREET,962108,167475,A9,317500,2017-10-05
 ,SI,31,10304,233 VANDERBILT AVENUE,962201,164863,B2,200000,2017-08-10
P,SI,31,10304,286 TARGEE STREET,960699,165158,C0,0,2017-08-22
 ,SI,31,10307,201 CRAIG AVENUE,916905,126620,A2,0,2017-11-30
 ,SI,31,10307,70 WARDS POINT AVENUE,913283,123664,A3,1500000,2017-09-14
 ,SI,31,10307,448 MANHATTAN STREET,917252,121174,A5,480000,2018-04-30
 ,SI,31,10307,15 ADLERS LANE,918623,124310,B2,1075000,2017-06-07
 ,SI,31,10307,108 SPRAGUE AVENUE,917559,124689,B2,0,2018-03-23
 ,SI,31,10314,90 ALBERTA AVENUE,931453,153951,A1,0,2017-12-26
 ,SI,31,10314,27 TOWERS LANE,932694,155674,A1,230000,2017-09-29
 ,SI,31,10314,167 CANNON AVENUE,931329,155954,A5,0,2017-07-31
 ,SI,31,10314,52 PARISH AVENUE,931263,155478,A5,420000,2017-10-03
 ,SI,31,10310,477 BROADWAY,952024,168684,A1,550000,2018-01-03
 ,SI,31,10310,105 LYCEUM COURT,949562,168790,A5,385000,2017-11-09
 ,SI,31,10310,485 DELAFIELD AVENUE,952389,169274,B3,359970,2017-10-18
 ,SI,31,10310,70 MYRTLE AVENUE,952602,168790,B1,0,2017-12-01
 ,SI,31,10310,94 BARKER STREET,950478,170592,B2,500,2018-03-05
 ,SI,31,10301,394 KISSEL AVENUE,955181,170479,B2,0,2017-07-07
 ,SI,31,10310,68 ELM STREET,952395,172527,B9,0,2017-07-27
 ,SI,31,10314,403 COLLEGE AVENUE,947108,165686,A1,760000,2018-04-16
 ,SI,31,10314,110 LATHROP AVENUE,946899,164644,A1,780000,2018-02-13
 ,SI,31,10314,26 NEAL DOW AVENUE,946757,165897,A1,0,2017-10-04
 ,SI,31,10314,420 WILLOWBROOK ROAD,943494,162861,A1,545000,2017-12-14
 ,SI,31,10314,19 BIDWELL AVENUE,946675,166079,A2,510000,2017-07-31
 ,SI,31,10314,403 COLLEGE AVENUE,947108,165686,A1,0,2017-08-16
 ,SI,31,10302,74 VELTMAN AVENUE,947304,166678,A1,569000,2017-09-28
 ,SI,31,10314,301 WILLOW ROAD EAST,942380,164434,B2,0,2017-09-19
 ,SI,31,10314,238 BYRNE AVENUE,946937,161187,A2,499000,2017-07-21
 ,SI,31,10314,1185 WILLOWBROOK ROAD,947304,159290,A5,547900,2017-06-28
 ,SI,31,10314,376 HAROLD STREET,947071,158259,B2,0,2018-01-30
 ,SI,31,10309,850 BLOOMINGDALE ROAD,923115,138289,A5,380000,2017-12-08
 ,SI,31,10309,850 BLOOMINGDALE ROAD,923115,138289,A5,0,2017-10-27
 ,SI,31,10309,51 CLAY PIT ROAD,923204,136162,B9,0,2017-07-06
 ,MN,1,10009,153 AVENUE B,989833,203986,C2,6625000,2017-07-19
P,MN,1,10009,184 EAST 7 STREET,989501,203363,C6,690000,2018-01-11
 ,MN,2,10011,350 WEST 20 STREET,983664,210387,C6,590000,2017-06-29
 ,MN,2,10011,345 WEST 21 STREET,983890,210717,C6,530000,2017-12-01
 ,MN,2,10013,243 CANAL STREET,984250,201020,L8,0,2017-12-27
 ,MN,2,10001,361 WEST 30 STREET,984939,212825,C6,1400000,2017-11-13
P,MN,2,10011,30 WEST 15 STREET,985680,207845,D0,3100000,2017-12-15
P,MN,2,10011,30 WEST 15 STREET,985680,207845,D0,7500000,2017-08-07
 ,MN,2,10010,207 EAST 21 STREET,988870,207959,D4,565000,2017-07-14
 ,MN,2,10010,207 EAST 21 STREET,988870,207959,D4,610000,2017-12-19
 ,MN,2,10010,207 EAST 21 STREET,988870,207959,D4,915000,2018-05-24
 ,MN,2,10003,17 EAST 9 STREET,985712,206174,C5,0,2018-02-28
 ,MN,2,10003,17 EAST 9 STREET,985712,206174,C5,8250000,2018-01-30
 ,MN,2,10011,82 WEST 12 STREET,984938,207296,D7,32500000,2017-12-15
 ,MN,2,10011,11 WEST 8 STREET,985041,206265,D7,0,2017-08-09
 ,MN,2,10012,88 BLEECKER STREET,985246,203990,D4,760000,2017-08-22
 ,MN,2,10012,88 BLEECKER STREET,985246,203990,D4,575000,2017-06-28
 ,MN,2,10012,200 MERCER STREET,985208,203924,D0,1550000,2017-06-21
 ,MN,2,10012,200 MERCER STREET,985208,203924,D0,2100000,2017-12-28
 ,MN,2,10014,799 GREENWICH STREET,982515,208075,C6,1125000,2017-07-07
 ,MN,2,10014,53 MORTON STREET,982647,205630,D4,650000,2018-04-16
P,MN,5,10027,533 MANHATTAN AVENUE,996939,234067,B1,3400000,2017-10-20
P,MN,5,10030,304 WEST 138 STREET,999241,237471,C5,0,2017-06-15
P,MN,5,10030,304 WEST 138 STREET,999241,237471,C5,0,2017-06-15
P,MN,4,10035,379 PLEASANT AVENUE,1003175,229889,C0,2200000,2018-04-11
P,MN,4,10029,339 EAST 104 STREET,1000392,226685,C4,0,2018-02-28
P,MN,4,10029,2154 2 AVENUE,1000863,228340,C7,0,2018-02-16
P,MN,4,10029,1680 MADISON AVENUE,998786,229776,D1,57000000,2018-01-22
P,MN,4,10029,1680 MADISON AVENUE,998786,229776,D1,0,2018-01-22
 ,MN,2,10029,104 EAST 98 STREET,997752,226171,C6,4000000,2018-04-25
P,MN,6,10031,515 WEST 144 STREET,998442,239877,B9,2450000,2017-06-05
 ,MN,10,10463,8 FT CHARLES PLACE,1008843,258219,B2,991500,2017-12-15
P,MN,6,10034,4857 BROADWAY,1005177,255141,D9,1,2017-08-09
 ,MN,2,10002,38 LUDLOW STREET,986980,200162,C7,7100000,2018-05-09
P,MN,3,10026,320 WEST 111 STREET,995616,231326,C6,200000,2018-01-05
P,MN,3,10026,14 MORNINGSIDE AVENUE,995889,232523,D4,310000,2017-09-05
 ,MN,2,10022,233 EAST 54 STREET,993328,215385,C6,378000,2018-01-22
 ,MN,2,10022,433 EAST 56 STREET,994780,215168,D4,550000,2018-02-08
 ,MN,2,10022,418 EAST 59 STREET,994983,215827,D4,1760000,2017-08-21
 ,MN,2,10022,410 EAST 57 STREET,994647,215369,D4,4100000,2017-07-25
 ,MN,2,10022,410 EAST 57 STREET,994647,215369,D4,1825000,2017-07-17
 ,MN,2,10022,418 EAST 59 STREET,994983,215827,D4,1690000,2017-10-27
 ,MN,2,10022,410 EAST 57 STREET,994647,215369,D4,2050000,2018-02-08
 ,MN,2,10022,410 EAST 57 STREET,994647,215369,D4,1175000,2017-09-12
 ,MN,2,10022,418 EAST 59 STREET,994983,215827,D4,550000,2018-02-07
 ,MN,2,10022,418 EAST 59 STREET,994983,215827,D4,2150000,2018-04-02
 ,MN,2,10022,410 EAST 57 STREET,994647,215369,D4,2950000,2018-01-30
 ,MN,2,10022,433 EAST 56 STREET,994780,215168,D4,0,2017-11-30
 ,MN,2,10022,433 EAST 56 STREET,994780,215168,D4,1175000,2017-11-07
 ,MN,2,10022,418 EAST 59 STREET,994983,215827,D4,2060000,2018-03-05
 ,MN,2,10022,317 EAST 57 STREET,994208,215836,D4,649000,2017-08-21
 ,MN,2,10022,433 EAST 56 STREET,994780,215168,D4,730000,2018-05-17
 ,MN,2,10019,351 WEST 54 STREET,988030,218315,D6,34000000,2017-06-05
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,253500,2018-04-12
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,570000,2017-06-08
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,375000,2017-07-13
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,585000,2017-10-30
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,300000,2018-04-26
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,575000,2018-03-20
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,370000,2018-03-26
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,379000,2018-02-16
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,299000,2017-11-02
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,575000,2017-06-09
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,595000,2017-09-14
 ,MN,2,10036,325 WEST 45 STREET,987122,216140,D4,353000,2018-03-15
